Location_ID,County,City,State,Postal Code,Longitude,Latitude
L000309,Monterey,Seaside,CA,93955,-121.831434,36.614732
L000310,Skamania,Carson,WA,98610,-121.835428,45.757804
L000311,King,Snoqualmie,WA,98065,-121.874050,47.534555
L000312,Monterey,Monterey,CA,93940,-121.879963,36.594353
L000313,Contra Costa,Pittsburg,CA,94565,-121.884755,38.028940
L000314,Santa Clara,San Jose,CA,95112,-121.885870,37.341407
L000315,Santa Clara,San Jose,CA,95131,-121.894448,37.386433
L000316,Skamania,Stevenson,WA,98648,-121.899566,45.690645
L000317,King,Fall City,WA,98024,-121.903093,47.567116
L000318,Monterey,Pacific Grove,CA,93950,-121.917750,36.618000
L000319,Lewis,Randle,WA,98377,-121.920025,46.537310
L000320,King,Carnation,WA,98014,-121.921987,47.658810
L000321,King,Maple Valley,WA,98051,-121.926361,47.355405
L000322,King,Preston,WA,98050,-121.931638,47.535240
L000323,Santa Clara,San Jose,CA,95134,-121.937448,37.408352
L000324,Solano,Travis Afb,CA,94535,-121.944912,38.270839
L000325,Snohomish,Granite Falls,WA,98252,-121.945055,48.076327
L000326,King,Duvall,WA,98019,-121.956372,47.735604
L000327,Alameda,Fremont,CA,94538,-121.961530,37.533545
L000328,Snohomish,Monroe,WA,98272,-121.972215,47.856740
L000329,Skamania,North Bonneville,WA,98639,-121.973814,45.639719
L000330,Santa Clara,Santa Clara,CA,95051,-121.986781,37.349727
L000331,King,Enumclaw,WA,98022,-121.989530,47.203470
L000332,Skagit,Hamilton,WA,98255,-121.990221,48.524239
L000333,Santa Cruz,Santa Cruz,CA,95062,-121.991850,36.974825
L000334,Solano,Vacaville,CA,95688,-121.993505,38.353465
L000335,King,Issaquah,WA,98029,-121.999366,47.548487
L000336,King,Black Diamond,WA,98010,-122.014858,47.312069
L000337,Lewis,Ashford,WA,98304,-122.018719,46.756060
L000338,Pierce,Buckley,WA,98321,-122.029685,47.161465
L000339,King,Sammamish,WA,98053,-122.030684,47.669552
L000340,King,Maple Valley,WA,98038,-122.031030,47.386168
L000341,King,Sammamish,WA,98074,-122.031327,47.628578
L000342,King,Sammamish,WA,98075,-122.033090,47.581530
L000343,King,Issaquah,WA,98027,-122.036460,47.534065
L000344,Santa Clara,Cupertino,CA,95014,-122.036749,37.318549
L000345,Snohomish,Snohomish,WA,98290,-122.048346,47.943577
L000346,Pierce,Carbonado,WA,98323,-122.052435,47.079020
L000347,Pierce,Wilkeson,WA,98396,-122.052701,47.109147
L000348,Skagit,Lyman,WA,98263,-122.059782,48.525550
L000349,Snohomish,Woodinville,WA,98077,-122.071404,47.749164
L000350,Pierce,South Prairie,WA,98385,-122.096795,47.137975
L000351,Santa Clara,Palo Alto,CA,94303,-122.105670,37.424955
L000352,Snohomish,Lake Stevens,WA,98258,-122.112265,48.004700
L000353,King,Covington,WA,98042,-122.114514,47.358111
L000354,Snohomish,Arlington,WA,98223,-122.115970,48.194109
L000355,King,Bellevue,WA,98008,-122.118320,47.624500
L000356,King,Redmond,WA,98052,-122.120738,47.670537
L000357,Contra Costa,Lafayette,CA,94549,-122.120795,37.891839
L000358,Snohomish,Snohomish,WA,98296,-122.121841,47.841036
L000359,Lewis,Glenoma,WA,98336,-122.122855,46.533719
L000360,Contra Costa,Moraga,CA,94556,-122.123145,37.838893
L000361,King,Renton,WA,98058,-122.129888,47.445126
L000362,Contra Costa,Martinez,CA,94553,-122.133530,38.013905
L000363,King,Renton,WA,98059,-122.134502,47.492627
L000364,Whatcom,Maple Falls,WA,98266,-122.143913,48.939587
L000365,King,Bellevue,WA,98007,-122.147385,47.599975
L000366,King,Woodinville,WA,98072,-122.151665,47.758550
L000367,Santa Clara,Palo Alto,CA,94301,-122.159330,37.446120
L000368,Solano,Benicia,CA,94510,-122.161145,38.066164
L000369,King,Bellevue,WA,98005,-122.167394,47.614119
L000370,King,Bellevue,WA,98006,-122.169370,47.571015
L000371,Snohomish,Marysville,WA,98270,-122.176730,48.055420
L000372,King,Renton,WA,98056,-122.181988,47.509889
L000373,King,Auburn,WA,98092,-122.182097,47.319900
L000374,Lewis,Mineral,WA,98355,-122.183360,46.717785
L000375,Pierce,Bonney Lake,WA,98391,-122.183805,47.180620
L000376,Snohomish,Bothell,WA,98012,-122.187300,47.820245
L000377,Whatcom,Acme,WA,98220,-122.190834,48.692875
L000378,Pierce,Elbe,WA,98330,-122.193097,46.765255
L000379,King,Renton,WA,98055,-122.197000,47.438760
L000380,San Mateo,Atherton,CA,94027,-122.198895,37.461550
L000381,King,Kent,WA,98030,-122.199755,47.374830
L000382,King,Kent,WA,98031,-122.201252,47.393181
L000383,King,Bellevue,WA,98004,-122.202397,47.619252
L000384,King,Kirkland,WA,98033,-122.202640,47.678500
L000385,Pierce,Orting,WA,98360,-122.203224,47.094296
L000386,King,Bothell,WA,98011,-122.205780,47.762405
L000387,Skagit,Sedro-Woolley,WA,98284,-122.206642,48.532503
L000388,Snohomish,Everett,WA,98201,-122.207220,47.979935
L000389,King,Kirkland,WA,98034,-122.209285,47.711240
L000390,King,Renton,WA,98057,-122.210240,47.479705
L000391,Snohomish,Bothell,WA,98021,-122.210730,47.797727
L000392,Whatcom,Glacier,WA,98244,-122.212111,48.822884
L000393,Snohomish,Marysville,WA,98271,-122.214081,48.102812
L000394,King,Auburn,WA,98002,-122.222855,47.305065
L000395,San Mateo,Redwood City,CA,94063,-122.223965,37.485490
L000396,Pierce,Kapowsin,WA,98344,-122.223984,46.986084
L000397,Snohomish,Everett,WA,98208,-122.224776,47.915641
L000398,Snohomish,Everett,WA,98203,-122.225874,47.945309
L000399,King,Mercer Island,WA,98040,-122.228309,47.573724
L000400,Whatcom,Sumas,WA,98295,-122.235256,48.976976
L000401,King,Kent,WA,98032,-122.235475,47.380900
L000402,King,Medina,WA,98039,-122.236353,47.621118
L000403,Skagit,Clearlake,WA,98235,-122.236627,48.460654
L000404,Pierce,Sumner,WA,98390,-122.238250,47.201625
L000405,Alameda,Alameda,CA,94501,-122.238665,37.763110
L000406,Snohomish,Everett,WA,98204,-122.240535,47.911390
L000407,King,Seattle,WA,98178,-122.245300,47.499708
L000408,King,Kenmore,WA,98028,-122.247807,47.758170
L000409,King,Pacific,WA,98047,-122.250935,47.250130
L000410,Pierce,Eatonville,WA,98328,-122.270565,46.868220
L000411,King,Tukwila,WA,98188,-122.271716,47.452837
L000412,Snohomish,Lynnwood,WA,98087,-122.273360,47.861417
L000413,King,Seattle,WA,98118,-122.275332,47.541105
L000414,Pierce,South Hill,WA,98374,-122.275748,47.139592
L000415,Lewis,Morton,WA,98356,-122.278380,46.556285
L000416,Alameda,Berkeley,CA,94707,-122.278690,37.899320
L000417,Snohomish,Lynnwood,WA,98037,-122.283973,47.838697
L000418,King,Auburn,WA,98001,-122.284939,47.338406
L000419,King,Burien,WA,98168,-122.286465,47.476000
L000420,Snohomish,Lynnwood,WA,98036,-122.287143,47.812199
L000421,Pierce,Edgewood,WA,98372,-122.287180,47.190465
L000422,Skagit,Mount Vernon,WA,98274,-122.288178,48.412875
L000423,Cowlitz,Cougar,WA,98616,-122.288588,46.058896
L000424,Pierce,Graham,WA,98338,-122.295340,47.076396
L000425,King,Seatac,WA,98158,-122.296554,47.443307
L000426,Alameda,Berkeley,CA,94710,-122.298305,37.873415
L000427,Pierce,South Hill,WA,98373,-122.298798,47.137950
L000428,Pierce,Puyallup,WA,98371,-122.299155,47.191780
L000429,Snohomish,Mukilteo,WA,98275,-122.299430,47.912654
L000430,King,Seattle,WA,98112,-122.300312,47.629782
L000431,King,Seattle,WA,98125,-122.304356,47.715668
L000432,King,Seattle,WA,98144,-122.308230,47.581975
L000433,King,Seattle,WA,98122,-122.308390,47.610365
L000434,Snohomish,Mountlake Terrace,WA,98043,-122.308420,47.784160
L000435,Pierce,Puyallup,WA,98375,-122.308546,47.104243
L000436,King,Federal Way,WA,98003,-122.313270,47.323090
L000437,King,Shoreline,WA,98155,-122.317500,47.757815
L000438,King,Milton,WA,98354,-122.317740,47.246525
L000439,King,Seattle,WA,98115,-122.318500,47.679490
L000440,Snohomish,Everett,WA,98206,-122.319019,48.013060
L000441,King,Seattle,WA,98105,-122.319115,47.661320
L000442,King,Seatac,WA,98198,-122.321917,47.401390
L000443,King,Seattle,WA,98102,-122.322260,47.640580
L000444,Whatcom,Nooksack,WA,98276,-122.323949,48.926049
L000445,Snohomish,Stanwood,WA,98292,-122.326873,48.214483
L000446,King,Seattle,WA,98108,-122.326896,47.549952
L000447,King,Des Moines,WA,98148,-122.328630,47.462330
L000448,King,Seattle,WA,98124,-122.329075,47.581125
L000449,King,Seattle,WA,98104,-122.329075,47.601800
L000450,King,Seattle,WA,98134,-122.329815,47.579810
L000451,Skagit,Burlington,WA,98233,-122.330790,48.474765
L000452,King,Seattle,WA,98164,-122.332305,47.605467
L000453,King,Seattle,WA,98101,-122.335345,47.610790
L000454,Snohomish,Edmonds,WA,98026,-122.335685,47.803720
L000455,Skagit,Mount Vernon,WA,98273,-122.338975,48.413330
L000456,King,Burien,WA,98166,-122.341345,47.465925
L000457,King,Seattle,WA,98121,-122.344125,47.615460
L000458,King,Seattle,WA,98109,-122.344153,47.630537
L000459,King,Seattle,WA,98133,-122.345840,47.767260
L000460,King,Seattle,WA,98103,-122.349905,47.673887
L000461,Clark,Washougal,WA,98671,-122.354650,45.583590
L000462,King,Seattle,WA,98146,-122.355183,47.500052
L000463,King,Seattle,WA,98106,-122.357082,47.533712
L000464,Pierce,Fife,WA,98424,-122.361510,47.241885
L000465,Whatcom,Everson,WA,98247,-122.361633,48.907132
L000466,King,Federal Way,WA,98023,-122.363630,47.306750
L000467,Pierce,Tacoma,WA,98443,-122.364635,47.194490
L000468,King,Seattle,WA,98119,-122.367310,47.637768
L000469,King,Shoreline,WA,98177,-122.369169,47.740354
L000470,King,Seattle,WA,98126,-122.374105,47.544680
L000471,Snohomish,Edmonds,WA,98020,-122.375784,47.800042
L000472,Pierce,Parkland,WA,98446,-122.377475,47.096645
L000473,King,Seattle,WA,98117,-122.377938,47.690166
L000474,King,Seattle,WA,98107,-122.378150,47.668660
L000475,Pierce,Tacoma,WA,98422,-122.385780,47.289710
L000476,King,Seattle,WA,98136,-122.389421,47.540736
L000477,King,Seattle,WA,98199,-122.394937,47.649547
L000478,King,Seattle,WA,98116,-122.395519,47.572137
L000479,Pierce,Spanaway,WA,98387,-122.398893,47.075258
L000480,Pierce,Tacoma,WA,98421,-122.405940,47.261725
L000481,Pierce,Tacoma,WA,98445,-122.408720,47.165675
L000482,Pierce,Tacoma,WA,98404,-122.409696,47.217498
L000483,Island,Clinton,WA,98236,-122.415903,47.956068
L000484,Skagit,Bow,WA,98232,-122.420254,48.560718
L000485,Clark,Camas,WA,98607,-122.422003,45.609244
L000486,Clark,Yacolt,WA,98675,-122.426643,45.861903
L000487,Pierce,Tacoma,WA,98401,-122.437085,47.253030
L000488,Pierce,Tacoma,WA,98408,-122.438105,47.203220
L000489,Pierce,Tacoma,WA,98444,-122.438270,47.153995
L000490,Pierce,Tacoma,WA,98418,-122.439165,47.224680
L000491,Island,Langley,WA,98260,-122.440196,48.019294
L000492,Pierce,Tacoma,WA,98402,-122.441310,47.252070
L000493,Whatcom,Bellingham,WA,98229,-122.442974,48.729016
L000494,Clark,Amboy,WA,98601,-122.444836,45.921804
L000495,Cowlitz,Ariel,WA,98603,-122.448185,45.990659
L000496,Pierce,Tacoma,WA,98405,-122.451530,47.251135
L000497,Whatcom,Lynden,WA,98264,-122.458454,48.946120
L000498,Pierce,Tacoma,WA,98403,-122.460375,47.264550
L000499,Whatcom,Bellingham,WA,98226,-122.464218,48.791350
L000500,King,Vashon,WA,98070,-122.466938,47.429244
L000501,Pierce,Tacoma,WA,98411,-122.473578,47.220158
L000502,Clark,Brush Prairie,WA,98606,-122.476720,45.738170
L000503,Pierce,Tacoma,WA,98409,-122.479130,47.219800
L000504,Pierce,Tacoma,WA,98416,-122.479714,47.263651
L000505,Island,Camano Island,WA,98282,-122.484200,48.201399
L000506,Marin,Sausalito,CA,94965,-122.486099,37.853684
L000507,Whatcom,Bellingham,WA,98225,-122.486115,48.761615
L000508,Pierce,Joint Base Lewis Mcchord,WA,98438,-122.487233,47.133285
L000509,Lewis,Mossyrock,WA,98564,-122.487535,46.529014
L000510,Pierce,Tacoma,WA,98406,-122.490985,47.263650
L000511,Lewis,Silver Creek,WA,98585,-122.500073,46.559667
L000512,Skagit,La Conner,WA,98257,-122.500959,48.390092
L000513,Pierce,Tacoma,WA,98407,-122.511336,47.292383
L000514,Clark,Vancouver,WA,98683,-122.515805,45.604689
L000515,Clark,Vancouver,WA,98684,-122.516920,45.622800
L000516,Kitsap,Kingston,WA,98346,-122.517835,47.798144
L000517,Pierce,Lakewood,WA,98499,-122.518110,47.171258
L000518,Pierce,Roy,WA,98580,-122.522985,46.987600
L000519,Kitsap,Indianola,WA,98342,-122.523855,47.752350
L000520,Marin,San Rafael,CA,94901,-122.526088,37.970235
L000521,Lewis,Cinebar,WA,98533,-122.527870,46.586383
L000522,Clark,Vancouver,WA,98682,-122.528603,45.668660
L000523,Pierce,Lakewood,WA,98439,-122.529685,47.127165
L000524,Kitsap,Bainbridge Island,WA,98110,-122.530507,47.640060
L000525,Clark,Battle Ground,WA,98604,-122.532180,45.779450
L000526,Pierce,Tacoma,WA,98465,-122.535405,47.249910
L000527,Pierce,Fircrest,WA,98466,-122.537565,47.231645
L000528,Pierce,University Place,WA,98467,-122.540451,47.207417
L000529,Island,Freeland,WA,98249,-122.545737,48.018194
L000530,Pierce,Lakewood,WA,98498,-122.547645,47.176685
L000531,Kitsap,Suquamish,WA,98392,-122.557170,47.733415
L000532,Kitsap,Hansville,WA,98340,-122.563808,47.899546
L000533,Pierce,Tacoma,WA,98493,-122.564299,47.142313
L000534,Island,Greenbank,WA,98253,-122.566915,48.089609
L000535,Kitsap,Olalla,WA,98359,-122.573040,47.428296
L000536,Clark,Vancouver,WA,98664,-122.575383,45.620105
L000537,Clark,Vancouver,WA,98662,-122.579351,45.671668
L000538,Pierce,Gig Harbor,WA,98335,-122.583545,47.323449
L000539,Pierce,Gig Harbor,WA,98332,-122.589645,47.342345
L000540,Pierce,Joint Base Lewis Mcchord,WA,98433,-122.596275,47.097005
L000541,Pierce,Steilacoom,WA,98388,-122.597069,47.168663
L000542,Whatcom,Ferndale,WA,98248,-122.601104,48.853240
L000543,Kitsap,Port Orchard,WA,98366,-122.606491,47.523615
L000544,Pierce,Fox Island,WA,98333,-122.606681,47.225409
L000545,Thurston,Yelm,WA,98597,-122.610230,46.941260
L000546,Kitsap,Bremerton,WA,98310,-122.611365,47.575195
L000547,Multnomah,Portland,OR,97213,-122.613470,45.536520
L000548,Kitsap,Keyport,WA,98345,-122.625012,47.702126
L000549,Clark,Vancouver,WA,98686,-122.626623,45.711724
L000550,Lewis,Salkum,WA,98582,-122.629850,46.531790
L000551,Clark,La Center,WA,98629,-122.631475,45.887713
L000552,Skagit,Anacortes,WA,98221,-122.633017,48.494867
L000553,Kitsap,Bremerton,WA,98337,-122.635905,47.570970
L000554,Kitsap,Bremerton,WA,98311,-122.636245,47.628060
L000555,Kitsap,Poulsbo,WA,98370,-122.636888,47.746955
L000556,Whatcom,Custer,WA,98240,-122.637364,48.952558
L000557,Clark,Vancouver,WA,98661,-122.641835,45.638545
L000558,Multnomah,Portland,OR,97214,-122.642852,45.515753
L000559,Pierce,Dupont,WA,98327,-122.643815,47.097455
L000560,Island,Oak Harbor,WA,98277,-122.644716,48.301515
L000561,Kitsap,Bremerton,WA,98314,-122.647060,47.559151
L000562,Kitsap,Bremerton,WA,98312,-122.652230,47.571920
L000563,Kitsap,Port Orchard,WA,98367,-122.653005,47.473907
L000564,Island,Coupeville,WA,98239,-122.659162,48.198211
L000565,Clark,Vancouver,WA,98665,-122.661579,45.680986
L000566,Kitsap,Gig Harbor,WA,98329,-122.665799,47.383359
L000567,Clark,Vancouver,WA,98663,-122.666325,45.641205
L000568,Kitsap,Silverdale,WA,98383,-122.668076,47.665978
L000569,Clark,Vancouver,WA,98660,-122.678999,45.636534
L000570,Pierce,Anderson Island,WA,98303,-122.686070,47.158295
L000571,Whatcom,Lummi Island,WA,98262,-122.688540,48.726956
L000572,Thurston,Rainier,WA,98576,-122.689878,46.890849
L000573,Jefferson,Port Ludlow,WA,98365,-122.690628,47.909901
L000574,Jefferson,Nordland,WA,98358,-122.691102,48.048511
L000575,Clark,Ridgefield,WA,98642,-122.695823,45.804249
L000576,Cowlitz,Toutle,WA,98649,-122.697954,46.325655
L000577,Clark,Vancouver,WA,98685,-122.703020,45.703706
L000578,Kitsap,Silverdale,WA,98315,-122.710503,47.693581
L000579,Lewis,Ethel,WA,98542,-122.716140,46.530878
L000580,Lewis,Onalaska,WA,98570,-122.719210,46.577000
L000581,Cowlitz,Woodland,WA,98674,-122.731250,45.923065
L000582,Whatcom,Blaine,WA,98230,-122.731830,48.953176
L000583,Sonoma,Santa Rosa,CA,95401,-122.745766,38.445212
L000584,Jefferson,Port Hadlock,WA,98339,-122.763371,48.036957
L000585,Jefferson,Port Townsend,WA,98368,-122.764420,48.119587
L000586,Pierce,Lakebay,WA,98349,-122.765885,47.273945
L000587,Cowlitz,Silverlake,WA,98645,-122.767313,46.323978
L000588,Pierce,Vaughn,WA,98394,-122.769655,47.320505
L000589,Jefferson,Chimacum,WA,98325,-122.771057,47.980581
L000590,Pierce,Longbranch,WA,98351,-122.773664,47.183600
L000591,Thurston,Lacey,WA,98516,-122.780830,47.083975
L000592,San Juan,Olga,WA,98279,-122.797383,48.636662
L000593,Cowlitz,Kalama,WA,98625,-122.811687,45.995990
L000594,Thurston,Olympia,WA,98513,-122.817545,46.988760
L000595,Thurston,Olympia,WA,98503,-122.828500,47.036460
L000596,Mason,Allyn,WA,98524,-122.838627,47.381980
L000597,Lewis,Toledo,WA,98591,-122.846675,46.441420
L000598,Jefferson,Quilcene,WA,98376,-122.848440,47.815772
L000599,Thurston,Tenino,WA,98589,-122.854030,46.856085
L000600,Sonoma,Healdsburg,CA,95448,-122.869616,38.617177
L000601,Thurston,Bucoda,WA,98530,-122.872497,46.794825
L000602,Kitsap,Seabeck,WA,98380,-122.872833,47.579830
L000603,Mason,Belfair,WA,98528,-122.873252,47.433004
L000604,San Juan,Lopez Island,WA,98261,-122.882664,48.505317
L000605,Thurston,Olympia,WA,98506,-122.887478,47.051957
L000606,Cowlitz,Castle Rock,WA,98611,-122.893877,46.284405
L000607,Thurston,Olympia,WA,98504,-122.895821,47.037404
L000608,Thurston,Olympia,WA,98501,-122.896920,47.043535
L000609,Lewis,Napavine,WA,98565,-122.905640,46.575830
L000610,Cowlitz,Kelso,WA,98626,-122.907240,46.144580
L000611,San Juan,Eastsound,WA,98245,-122.912998,48.669211
L000612,Thurston,Olympia,WA,98512,-122.913102,47.013593
L000613,San Juan,Orcas,WA,98280,-122.914109,48.606116
L000614,Jefferson,Brinnon,WA,98320,-122.920558,47.673782
L000615,Cowlitz,Longview,WA,98632,-122.937995,46.137300
L000616,Lewis,Winlock,WA,98596,-122.940000,46.491135
L000617,Thurston,Olympia,WA,98502,-122.943445,47.059252
L000618,San Juan,Shaw Island,WA,98286,-122.944880,48.577189
L000619,Mason,Grapeview,WA,98546,-122.952942,47.324896
L000620,Lewis,Vader,WA,98593,-122.954205,46.399650
L000621,Thurston,Centralia,WA,98531,-122.962555,46.716875
L000622,Lewis,Chehalis,WA,98532,-122.966920,46.661130
L000623,Mason,Tahuya,WA,98588,-122.984369,47.438271
L000624,San Juan,Deer Harbor,WA,98243,-123.011743,48.621632
L000625,Lane,Springfield,OR,97477,-123.019530,44.050140
L000626,San Juan,Waldron,WA,98297,-123.030604,48.704444
L000627,Marion,Salem,OR,97302,-123.051830,44.902539
L000628,Whatcom,Point Roberts,WA,98281,-123.060218,48.991061
L000629,Lewis,Adna,WA,98522,-123.061500,46.632600
L000630,San Juan,Friday Harbor,WA,98250,-123.067945,48.532767
L000631,Mason,Union,WA,98592,-123.068420,47.335290
L000632,Mason,Lilliwaup,WA,98555,-123.069630,47.500730
L000633,Polk,Salem,OR,97304,-123.077161,44.963134
L000634,Mason,Shelton,WA,98584,-123.091026,47.217383
L000635,Thurston,Rochester,WA,98579,-123.095750,46.821140
L000636,Clallam,Sequim,WA,98382,-123.105015,48.081250
L000637,Lewis,Curtis,WA,98538,-123.126799,46.567008
L000638,Mason,Hoodsport,WA,98548,-123.202132,47.416823
L000639,Grays Harbor,Oakville,WA,98568,-123.232885,46.840210
L000640,Grays Harbor,Mccleary,WA,98557,-123.267430,47.052405
L000641,Lewis,Pe Ell,WA,98572,-123.298315,46.570015
L000642,Wahkiakum,Cathlamet,WA,98612,-123.380635,46.200340
L000643,Grays Harbor,Elma,WA,98541,-123.410105,47.006790
L000644,Clallam,Port Angeles,WA,98362,-123.425565,48.109795
L000645,Wahkiakum,Skamokawa,WA,98647,-123.455270,46.272776
L000646,Clallam,Port Angeles,WA,98363,-123.461010,48.118925
L000647,Grays Harbor,Satsop,WA,98583,-123.483025,47.002225
L000648,Wahkiakum,Grays River,WA,98621,-123.594420,46.352716
L000649,Grays Harbor,Montesano,WA,98563,-123.605350,46.982215
L000650,Wahkiakum,Rosburg,WA,98643,-123.645600,46.305184
L000651,Pacific,Raymond,WA,98577,-123.728550,46.686115
L000652,Grays Harbor,Cosmopolis,WA,98537,-123.775800,46.952755
L000653,Pacific,Naselle,WA,98638,-123.803427,46.373729
L000654,Pacific,South Bend,WA,98586,-123.812130,46.665460
L000655,Grays Harbor,Quinault,WA,98575,-123.812395,47.492065
L000656,Grays Harbor,Aberdeen,WA,98520,-123.820600,46.977890
L000657,Grays Harbor,Hoquiam,WA,98550,-123.886879,46.980531
L000658,Grays Harbor,Amanda Park,WA,98526,-123.925264,47.471069
L000659,Pacific,Chinook,WA,98614,-123.949049,46.276911
L000660,Pacific,Bay Center,WA,98527,-123.953620,46.629685
L000661,Pacific,North Cove,WA,98590,-123.994490,46.710710
L000662,Pacific,Oysterville,WA,98641,-124.028580,46.548715
L000663,Pacific,Ilwaco,WA,98624,-124.038905,46.308830
L000664,Pacific,Ocean Park,WA,98640,-124.048530,46.497200
L000665,Pacific,Long Beach,WA,98631,-124.054720,46.346910
L000666,Pacific,Seaview,WA,98644,-124.054850,46.332130
L000667,Grays Harbor,Moclips,WA,98562,-124.064734,47.337628
L000668,Grays Harbor,Grayland,WA,98547,-124.084295,46.746475
L000669,Grays Harbor,Westport,WA,98595,-124.107315,46.886855
L000670,Grays Harbor,Ocean Shores,WA,98569,-124.159980,47.007527
L000671,Grays Harbor,Copalis Beach,WA,98535,-124.173860,47.110430
L000672,Grays Harbor,Copalis Crossing,WA,98536,-124.185379,47.158710
L000673,Grays Harbor,Pacific Beach,WA,98571,-124.196565,47.196924
L000674,Jefferson,Forks,WA,98331,-124.253110,47.810120
L000675,Clallam,Clallam Bay,WA,98326,-124.264464,48.249578
L000676,Grays Harbor,Taholah,WA,98587,-124.284611,47.336619
L000677,Clallam,Beaver,WA,98305,-124.340539,48.064657
L000678,Clallam,Sekiu,WA,98381,-124.374646,48.284029
L000679,Clallam,Neah Bay,WA,98357,-124.614078,48.365491
L000680,Anchorage,Eagle River,AK,99577,-149.568300,61.323155
L000681,Hawaii,Kailua Kona,HI,96740,-155.982179,19.672957
L000682,Maui,Kihei,HI,96753,-156.453119,20.776144
L000683,Honolulu,Kailua,HI,96734,-157.743820,21.398050
L000684,Honolulu,Honolulu,HI,96818,-157.921378,21.349253
L000685,Honolulu,Mililani,HI,96789,-158.011570,21.458230
L000686,Honolulu,Ewa Beach,HI,96706,-158.019325,21.335160
L000687,Kauai,Kekaha,HI,96752,-159.712613,21.970140
L000688,Rockingham,Portsmouth,NH,3804,-70.743216,43.082706
L000689,Essex,Lynn,MA,1905,-70.972064,42.462908
L000690,Middlesex,Hanscom Afb,MA,1731,-71.276621,42.457030
L000691,Newport,Middletown,RI,2842,-71.286061,41.514449
L000692,Middlesex,Chelmsford,MA,1824,-71.351056,42.597330
L000693,Providence,Providence,RI,2909,-71.435185,41.818830
L000694,Worcester,Shrewsbury,MA,1545,-71.721373,42.284102
L000695,New London,Mystic,CT,6355,-71.967835,41.354655
L000696,New London,Gales Ferry,CT,6335,-72.064353,41.425460
L000697,New London,Groton,CT,6340,-72.073825,41.375170
L000698,New London,Waterford,CT,6385,-72.139243,41.346170
L000699,New London,Old Lyme,CT,6371,-72.278840,41.286890
L000700,New Haven,Madison,CT,6443,-72.610716,41.313697
L000701,Saratoga,Saratoga Springs,NY,12866,-73.786645,43.080115
L000702,Saratoga,Greenfield Center,NY,12833,-73.845094,43.128330
L000703,Essex,Newark,NJ,7103,-74.187940,40.736555
L000704,Essex,Bloomfield,NJ,7003,-74.192177,40.801676
L000705,Essex,Montclair,NJ,7042,-74.215555,40.816355
L000706,Middlesex,East Brunswick,NJ,8816,-74.405322,40.425758
L000707,Burlington,Joint Base Mdl,NJ,8641,-74.583478,40.036594
L000708,Atlantic,Egg Harbor Township,NJ,8234,-74.591712,39.396484
L000709,Mercer,Princeton,NJ,8540,-74.649899,40.356339
L000710,Burlington,Medford,NJ,8055,-74.822919,39.872686
L000711,St. Lawrence,Ogdensburg,NY,13669,-75.486250,44.694570
L000712,Kent,Dover,DE,19901,-75.518321,39.160135
L000713,Jefferson,Watertown,NY,13603,-75.813189,44.045225
L000714,Virginia Beach,Virginia Beach,VA,23453,-76.080818,36.792714
L000715,Virginia Beach,Virginia Beach,VA,23456,-76.117990,36.784765
L000716,Currituck,Moyock,NC,27958,-76.140153,36.512563
L000717,Harford,Aberdeen Proving Ground,MD,21005,-76.143889,39.494431
L000718,Virginia Beach,Virginia Beach,VA,23455,-76.151177,36.889277
L000719,Virginia Beach,Virginia Beach,VA,23464,-76.180163,36.800176
L000720,Chesapeake,Chesapeake,VA,23320,-76.237441,36.755166
L000721,Norfolk,Norfolk,VA,23503,-76.251684,36.942546
L000722,Harford,Edgewood,MD,21040,-76.304205,39.427590
L000723,Portsmouth,Portsmouth,VA,23707,-76.344027,36.836325
L000724,Chesapeake,Chesapeake,VA,23321,-76.417782,36.822399
L000725,York,Yorktown,VA,23693,-76.434071,37.112964
L000726,Suffolk,Suffolk,VA,23435,-76.453199,36.862469
L000727,"St. Mary's",Lexington Park,MD,20653,-76.458377,38.256131
L000728,Anne Arundel,Arnold,MD,21012,-76.500015,39.052025
L000729,Newport News,Newport News,VA,23602,-76.516165,37.117004
L000730,Calvert,Chesapeake Beach,MD,20732,-76.536624,38.667382
L000731,Anne Arundel,Edgewater,MD,21037,-76.541773,38.925950
L000732,Anne Arundel,Gambrills,MD,21054,-76.679030,39.038000
L000733,Williamsburg,Williamsburg,VA,23185,-76.708972,37.271756
L000734,Anne Arundel,Odenton,MD,21113,-76.711195,39.074564
L000735,Anne Arundel,Hanover,MD,21076,-76.720805,39.162079
L000736,Anne Arundel,Fort George G Meade,MD,20755,-76.759242,39.110131
L000737,Charles,Hughesville,MD,20637,-76.773785,38.535383
L000738,"Prince George's",Upper Marlboro,MD,20774,-76.810087,38.890336
L000739,Howard,Ellicott City,MD,21042,-76.832070,39.276485
L000740,"Prince George's",Andrews Air Force Base,MD,20762,-76.881164,38.811068
L000741,Charles,Waldorf,MD,20603,-76.951590,38.622545
L000742,"Prince George's",Fort Washington,MD,20744,-76.979721,38.757794
L000743,District of Columbia,Washington,DC,20003,-76.985835,38.884110
L000744,District of Columbia,Washington,DC,20002,-76.992457,38.902535
L000745,Carroll,Westminster,MD,21157,-76.996410,39.579302
L000746,Howard,Dayton,MD,21036,-77.000227,39.242016
L000747,Cumberland,Mechanicsburg,PA,17050,-77.019760,40.240985
L000748,Alexandria,Alexandria,VA,22314,-77.047585,38.807715
