Location_ID,County,City,State,Postal Code,Vehicle Location,Longitude,Latitude
L000835,Madison,Saint Jacob,IL,62281,POINT (-89.7833925 38.7052015),-89.7833925,38.7052015
L000836,Plaquemines,Belle Chasse,LA,70037,POINT (-89.9907848 29.855449),-89.9907848,29.855449
L000837,Rock Island,Rock Island,IL,61201,POINT (-90.572925 41.50521),-90.572925,41.50521
L000838,Texas,Summersville,MO,65571,POINT (-91.6641814 37.1786339),-91.6641814,37.1786339
L000839,Pulaski,Saint Robert,MO,65584,POINT (-92.138205 37.814835),-92.138205,37.814835
L000840,Pulaski,Waynesville,MO,65583,POINT (-92.224482 37.817179),-92.224482,37.817179
L000841,Pulaski,Little Rock,AR,72207,POINT (-92.3452839 34.7693704),-92.3452839,34.7693704
L000842,Marion,Pella,IA,50219,POINT (-92.9164092 41.4115429),-92.9164092,41.4115429
L000843,Hennepin,Minneapolis,MN,55408,POINT (-93.288289 44.946592),-93.288289,44.946592
L000844,Caddo,Shreveport,LA,71106,POINT (-93.7472183 32.4283259),-93.7472183,32.4283259
L000845,Platte,Platte City,MO,64079,POINT (-94.77962 39.36557),-94.77962,39.36557
L000846,Leavenworth,Lansing,KS,66043,POINT (-94.910863 39.250283),-94.910863,39.250283
L000847,Galveston,Dickinson,TX,77539,POINT (-95.05013 29.465695),-95.05013,29.465695
L000848,Harris,Houston,TX,77002,POINT (-95.369775 29.752455),-95.369775,29.752455
L000849,Harris,Houston,TX,77057,POINT (-95.48392 29.73305),-95.48392,29.73305
L000850,Harris,Hockley,TX,77447,POINT (-95.7758946 30.0780333),-95.7758946,30.0780333
L000851,Sarpy,Bellevue,NE,68123,POINT (-95.9518445 41.1217288),-95.9518445,41.1217288
L000852,Douglas,Omaha,NE,68135,POINT (-96.188357 41.200317),-96.188357,41.200317
L000853,Collin,Plano,TX,75074,POINT (-96.69951 33.01967),-96.69951,33.01967
L000854,Collin,Mckinney,TX,75071,POINT (-96.7095692 33.2106389),-96.7095692,33.2106389
L000855,Denton,Little Elm,TX,75068,POINT (-96.9033187 33.1727666),-96.9033187,33.1727666
L000856,Tarrant,Bedford,TX,76022,POINT (-97.146894 32.834422),-97.146894,32.834422
L000857,Tarrant,Southlake,TX,76092,POINT (-97.148347 32.953503),-97.148347,32.953503
L000858,Sedgwick,Wichita,KS,67218,POINT (-97.276985 37.672475),-97.276985,37.672475
L000859,Nueces,Corpus Christi,TX,78412,POINT (-97.3636795 27.7040957),-97.3636795,27.7040957
L000860,Nueces,Corpus Christi,TX,78414,POINT (-97.3695925 27.6650473),-97.3695925,27.6650473
L000861,Williamson,Round Rock,TX,78681,POINT (-97.7168703 30.513895),-97.7168703,30.513895
L000862,Bell,Killeen,TX,76542,POINT (-97.74709 31.09733),-97.74709,31.09733
L000863,Travis,Austin,TX,78748,POINT (-97.8198863 30.1628868),-97.8198863,30.1628868
L000864,Travis,Leander,TX,78641,POINT (-97.8755601 30.5589571),-97.8755601,30.5589571
L000865,Garfield,Enid,OK,73703,POINT (-97.919657 36.402522),-97.919657,36.402522
L000866,Wilson,La Vernia,TX,78121,POINT (-98.10932 29.338694),-98.10932,29.338694
L000867,Bexar,San Antonio,TX,78258,POINT (-98.4886938 29.6378465),-98.4886938,29.6378465
L000868,Wichita,Wichita Falls,TX,76310,POINT (-98.5643777 33.843752),-98.5643777,33.843752
L000869,Bexar,San Antonio,TX,78251,POINT (-98.6726858 29.4589919),-98.6726858,29.4589919
L000870,Bexar,San Antonio,TX,78254,POINT (-98.7070962 29.5294075),-98.7070962,29.5294075
